date,number,state
2018-02-07,476,GA
2018-02-07,537,GA
2018-02-08,215,GA
2018-02-08,696,GA
2018-02-08,062,GA
2018-02-09,149,GA
2018-02-09,360,GA
2018-02-09,211,GA
2018-02-10,025,GA
2018-02-10,770,GA
2018-02-10,191,GA
2018-02-11,494,GA
2018-02-11,427,GA
2018-02-11,670,GA
2018-02-12,429,GA
2018-02-12,972,GA
2018-02-12,348,GA
2018-02-13,057,GA
2018-02-13,924,GA
2018-02-13,670,GA
2018-02-14,511,GA
2018-02-14,382,GA
2018-02-14,871,GA
2018-02-15,574,GA
2018-02-15,499,GA
2018-02-15,069,GA
2018-02-16,275,GA
2018-02-16,204,GA
2018-02-16,591,GA
2018-02-17,896,GA
2018-02-17,659,GA
2018-02-17,549,GA
2018-02-18,411,GA
2018-02-18,863,GA
2018-02-18,709,GA
2018-02-19,483,GA
2018-02-19,042,GA
2018-02-19,892,GA
2018-02-20,936,GA
2018-02-20,154,GA
2018-02-20,503,GA
2018-02-21,727,GA
2018-02-21,592,GA
2018-02-21,540,GA
2018-02-22,667,GA
2018-02-22,831,GA
2018-02-22,780,GA
2018-02-23,462,GA
2018-02-23,575,GA
2018-02-23,829,GA
2018-02-24,599,GA
2018-02-24,403,GA
2018-02-24,741,GA
2018-02-25,494,GA
2018-02-25,318,GA
2018-02-25,171,GA
2018-02-26,047,GA
2018-02-26,468,GA
2018-02-26,444,GA
2018-02-27,965,GA
2018-02-27,168,GA
2018-02-27,797,GA
2018-02-28,322,GA
2018-02-28,563,GA
2018-02-28,483,GA
2018-03-01,191,GA
2018-03-01,631,GA
2018-03-01,653,GA
2018-03-02,077,GA
2018-03-02,381,GA
2018-03-02,162,GA
2018-03-03,556,GA
2018-03-03,683,GA
2018-03-03,819,GA
2018-03-04,791,GA
2018-03-04,254,GA
2018-03-04,754,GA
2018-03-05,399,GA
2018-03-05,722,GA
2018-03-05,057,GA
2018-03-06,236,GA
2018-03-06,129,GA
2018-03-06,720,GA
2018-03-07,036,GA
2018-03-07,170,GA
2018-03-07,847,GA
2018-03-08,771,GA
2018-03-08,153,GA
2018-03-08,971,GA
2018-03-09,098,GA
2018-03-09,453,GA
2018-03-09,564,GA
2018-03-10,834,GA
2018-03-10,848,GA
2018-03-10,548,GA
2018-03-11,106,GA
2018-03-11,617,GA
2018-03-11,360,GA
2018-03-12,838,GA
2018-03-12,948,GA
2018-03-12,285,GA
2018-03-13,490,GA
2018-03-13,449,GA
2018-03-13,390,GA
2018-03-14,773,GA
2018-03-14,801,GA
2018-03-14,663,GA
2018-03-15,012,GA
2018-03-15,921,GA
2018-03-15,845,GA
2018-03-16,522,GA
2018-03-16,102,GA
2018-03-16,551,GA
2018-03-17,165,GA
2018-03-17,380,GA
2018-03-17,647,GA
2018-03-18,765,GA
2018-03-18,088,GA
2018-03-18,694,GA
2018-03-19,691,GA
2018-03-19,450,GA
2018-03-19,781,GA
2018-03-20,985,GA
2018-03-20,384,GA
2018-03-20,258,GA
2018-03-21,094,GA
2018-03-21,039,GA
2018-03-21,338,GA
2018-03-22,026,GA
2018-03-22,667,GA
2018-03-22,368,GA
2018-03-23,135,GA
2018-03-23,841,GA
2018-03-23,290,GA
2018-03-24,104,GA
2018-03-24,344,GA
2018-03-24,345,GA
2018-03-25,403,GA
2018-03-25,926,GA
2018-03-25,266,GA
2018-03-26,656,GA
2018-03-26,283,GA
2018-03-26,581,GA
2018-03-27,306,GA
2018-03-27,674,GA
2018-03-27,364,GA
2018-03-28,196,GA
2018-03-28,034,GA
2018-03-28,062,GA
2018-03-29,657,GA
2018-03-29,920,GA
2018-03-29,564,GA
2018-03-30,640,GA
2018-03-30,055,GA
2018-03-30,681,GA
2018-03-31,113,GA
2018-03-31,901,GA
2018-03-31,409,GA
2018-04-01,786,GA
2018-04-01,274,GA
2018-04-01,421,GA
2018-04-02,272,GA
2018-04-02,873,GA
2018-04-02,430,GA
2018-04-03,803,GA
2018-04-03,483,GA
2018-04-03,373,GA
2018-04-04,708,GA
2018-04-04,121,GA
2018-04-04,234,GA
2018-04-05,350,GA
2018-04-05,574,GA
2018-04-05,672,GA
2018-04-06,313,GA
2018-04-06,279,GA
2018-04-06,191,GA
2018-04-07,626,GA
2018-04-07,427,GA
2018-04-07,940,GA
2018-04-08,610,GA
2018-04-08,527,GA
2018-04-08,001,GA
2018-04-09,656,GA
2018-04-09,317,GA
2018-04-09,185,GA
2018-04-10,212,GA
2018-04-10,448,GA
2018-04-10,247,GA
2018-04-11,682,GA
2018-04-11,389,GA
2018-04-11,288,GA
2018-04-12,684,GA
2018-04-12,342,GA
2018-04-12,933,GA
2018-04-13,307,GA
2018-04-13,051,GA
2018-04-13,020,GA
2018-04-14,689,GA
2018-04-14,882,GA
2018-04-14,187,GA
2018-04-15,378,GA
2018-04-15,431,GA
2018-04-15,438,GA
2018-04-16,678,GA
2018-04-16,877,GA
2018-04-16,997,GA
2018-04-17,860,GA
2018-04-17,202,GA
2018-04-17,016,GA
2018-04-18,842,GA
2018-04-18,140,GA
2018-04-18,249,GA
2018-04-19,702,GA
2018-04-19,841,GA
2018-04-19,243,GA
2018-04-20,306,GA
2018-04-20,494,GA
2018-04-20,682,GA
2018-04-21,569,GA
2018-04-21,068,GA
2018-04-21,407,GA
2018-04-22,432,GA
2018-04-22,746,GA
2018-04-22,069,GA
2018-04-23,009,GA
2018-04-23,116,GA
2018-04-23,175,GA
2018-04-24,572,GA
2018-04-24,447,GA
2018-04-24,014,GA
2018-04-25,108,GA
2018-04-25,397,GA
2018-04-25,449,GA
2018-04-26,236,GA
2018-04-26,997,GA
2018-04-26,034,GA
2018-04-27,362,GA
2018-04-27,261,GA
2018-04-27,142,GA
2018-04-28,663,GA
2018-04-28,257,GA
2018-04-28,025,GA
2018-04-29,334,GA
2018-04-29,689,GA
2018-04-29,318,GA
2018-04-30,883,GA
2018-04-30,511,GA
2018-04-30,852,GA
2018-05-01,147,GA
2018-05-01,682,GA
2018-05-01,583,GA
2018-05-02,429,GA
2018-05-02,821,GA
2018-05-02,500,GA
2018-05-03,480,GA
2018-05-03,706,GA
2018-05-03,196,GA
2018-05-04,385,GA
2018-05-04,223,GA
2018-05-04,357,GA
2018-05-05,795,GA
2018-05-05,928,GA
2018-05-05,730,GA
2018-05-06,584,GA
2018-05-06,264,GA
2018-05-06,198,GA
2018-05-07,871,GA
2018-05-07,546,GA
2018-05-07,298,GA
2018-05-08,211,GA
2018-05-08,311,GA
2018-05-08,729,GA
2018-05-09,586,GA
2018-05-09,865,GA
2018-05-09,680,GA
2018-05-10,412,GA
2018-05-10,070,GA
2018-05-10,801,GA
2018-05-11,781,GA
2018-05-11,280,GA
2018-05-11,027,GA
2018-05-12,577,GA
2018-05-12,486,GA
2018-05-12,144,GA
2018-05-13,481,GA
2018-05-13,007,GA
2018-05-13,682,GA
2018-05-14,692,GA
2018-05-14,858,GA
2018-05-14,878,GA
2018-05-15,396,GA
2018-05-15,693,GA
2018-05-15,103,GA
2018-05-16,540,GA
2018-05-16,133,GA
2018-05-16,130,GA
2018-05-17,578,GA
2018-05-17,031,GA
2018-05-17,857,GA
2018-05-18,336,GA
2018-05-18,422,GA
2018-05-18,519,GA
2018-05-19,837,GA
2018-05-19,312,GA
2018-05-19,642,GA
2018-05-20,922,GA
2018-05-20,818,GA
2018-05-20,634,GA
2018-05-21,390,GA
2018-05-21,603,GA
2018-05-21,302,GA
2018-05-22,028,GA
2018-05-22,063,GA
2018-05-22,338,GA
2018-05-23,854,GA
2018-05-23,338,GA
2018-05-23,979,GA
2018-05-24,252,GA
2018-05-24,665,GA
2018-05-24,832,GA
2018-05-25,606,GA
2018-05-25,712,GA
2018-05-25,735,GA
2018-05-26,874,GA
2018-05-26,738,GA
2018-05-26,486,GA
2018-05-27,801,GA
2018-05-27,844,GA
2018-05-27,233,GA
2018-05-28,837,GA
2018-05-28,452,GA
2018-05-28,173,GA
2018-05-29,011,GA
2018-05-29,195,GA
2018-05-29,174,GA
2018-05-30,016,GA
2018-05-30,185,GA
2018-05-30,180,GA
2018-05-31,482,GA
2018-05-31,330,GA
2018-05-31,029,GA
2018-06-01,159,GA
2018-06-01,229,GA
2018-06-01,854,GA
2018-06-02,136,GA
2018-06-02,757,GA
2018-06-02,871,GA
2018-06-03,195,GA
2018-06-03,694,GA
2018-06-03,694,GA
2018-06-04,129,GA
2018-06-04,687,GA
2018-06-04,289,GA
2018-06-05,624,GA
2018-06-05,895,GA
2018-06-05,870,GA
2018-06-06,368,GA
2018-06-06,112,GA
2018-06-06,736,GA
2018-06-07,296,GA
2018-06-07,899,GA
2018-06-07,645,GA
2018-06-08,462,GA
2018-06-08,808,GA
2018-06-08,630,GA
2018-06-09,028,GA
2018-06-09,124,GA
2018-06-09,217,GA
2018-06-10,312,GA
2018-06-10,919,GA
2018-06-10,225,GA
2018-06-11,778,GA
2018-06-11,937,GA
2018-06-11,728,GA
2018-06-12,415,GA
2018-06-12,499,GA
2018-06-12,732,GA
2018-06-13,888,GA
2018-06-13,436,GA
2018-06-13,707,GA
2018-06-14,358,GA
2018-06-14,373,GA
2018-06-14,975,GA
2018-06-15,567,GA
2018-06-15,495,GA
2018-06-15,955,GA
2018-06-16,268,GA
2018-06-16,935,GA
2018-06-16,392,GA
2018-06-17,699,GA
2018-06-17,736,GA
2018-06-17,313,GA
2018-06-18,846,GA
2018-06-18,935,GA
2018-06-18,053,GA
2018-06-19,480,GA
2018-06-19,236,GA
2018-06-19,109,GA
2018-06-20,573,GA
2018-06-20,277,GA
2018-06-20,434,GA
2018-06-21,159,GA
2018-06-21,617,GA
2018-06-21,787,GA
2018-06-22,516,GA
2018-06-22,386,GA
2018-06-22,598,GA
2018-06-23,880,GA
2018-06-23,625,GA
2018-06-23,431,GA
2018-06-24,875,GA
2018-06-24,293,GA
2018-06-24,992,GA
2018-06-25,769,GA
2018-06-25,831,GA
2018-06-25,825,GA
2018-06-26,230,GA
2018-06-26,891,GA
2018-06-26,705,GA
2018-06-27,202,GA
2018-06-27,524,GA
2018-06-27,646,GA
2018-06-28,071,GA
2018-06-28,286,GA
2018-06-28,488,GA
2018-06-29,674,GA
2018-06-29,403,GA
2018-06-29,037,GA
2018-06-30,687,GA
2018-06-30,897,GA
2018-06-30,560,GA
2018-07-01,891,GA
2018-07-01,097,GA
2018-07-01,543,GA
2018-07-02,738,GA
2018-07-02,353,GA
2018-07-02,379,GA
2018-07-03,994,GA
2018-07-03,598,GA
2018-07-03,609,GA
2018-07-04,438,GA
2018-07-04,151,GA
2018-07-04,638,GA
2018-07-05,812,GA
2018-07-05,859,GA
2018-07-05,544,GA
2018-07-06,415,GA
2018-07-06,098,GA
2018-07-06,929,GA
2018-07-07,889,GA
2018-07-07,993,GA
2018-07-07,298,GA
2018-07-08,805,GA
2018-07-08,682,GA
2018-07-08,715,GA
2018-07-09,817,GA
2018-07-09,216,GA
2018-07-09,416,GA
2018-07-10,275,GA
2018-07-10,403,GA
2018-07-10,701,GA
2018-07-11,492,GA
2018-07-11,542,GA
2018-07-11,824,GA
2018-07-12,197,GA
2018-07-12,650,GA
2018-07-12,689,GA
2018-07-13,594,GA
2018-07-13,316,GA
2018-07-13,579,GA
2018-07-14,377,GA
2018-07-14,443,GA
2018-07-14,189,GA
2018-07-15,706,GA
2018-07-15,479,GA
2018-07-15,480,GA
2018-07-16,756,GA
2018-07-16,435,GA
2018-07-16,944,GA
2018-07-17,103,GA
2018-07-17,871,GA
2018-07-17,820,GA
2018-07-18,822,GA
2018-07-18,013,GA
2018-07-18,070,GA
2018-07-19,361,GA
2018-07-19,136,GA
2018-07-19,305,GA
2018-07-20,253,GA
2018-07-20,197,GA
2018-07-20,199,GA
2018-07-21,522,GA
2018-07-21,343,GA
2018-07-21,354,GA
2018-07-22,896,GA
2018-07-22,058,GA
2018-07-22,853,GA
2018-07-23,833,GA
2018-07-23,038,GA
2018-07-23,160,GA
2018-07-24,176,GA
2018-07-24,950,GA
2018-07-24,100,GA
2018-07-25,675,GA
2018-07-25,766,GA
2018-07-25,200,GA
2018-07-26,454,GA
2018-07-26,836,GA
2018-07-26,773,GA
2018-07-27,229,GA
2018-07-27,890,GA
2018-07-27,044,GA
2018-07-28,961,GA
2018-07-28,679,GA
2018-07-28,039,GA
2018-07-29,351,GA
2018-07-29,468,GA
2018-07-29,203,GA
2018-07-30,561,GA
2018-07-30,349,GA
2018-07-30,773,GA
2018-07-31,321,GA
2018-07-31,534,GA
2018-07-31,827,GA
2018-08-01,268,GA
2018-08-01,092,GA
2018-08-01,316,GA
2018-08-02,289,GA
2018-08-02,289,GA
2018-08-02,450,GA
2018-08-03,217,GA
2018-08-03,483,GA
2018-08-03,285,GA
2018-08-04,369,GA
2018-08-04,966,GA
2018-08-04,459,GA
2018-08-05,997,GA
2018-08-05,140,GA
2018-08-05,832,GA
2018-08-06,673,GA
2018-08-06,239,GA
2018-08-06,521,GA
2018-08-07,369,GA
2018-08-07,048,GA
2018-08-07,475,GA
2018-08-08,291,GA
2018-08-08,102,GA
2018-08-08,666,GA
2018-08-09,278,GA
2018-08-09,174,GA
2018-08-09,859,GA
2018-08-10,706,GA
2018-08-10,679,GA
2018-08-10,986,GA
2018-08-11,906,GA
2018-08-11,382,GA
2018-08-11,830,GA
2018-08-12,340,GA
2018-08-12,067,GA
2018-08-12,362,GA
2018-08-13,112,GA
2018-08-13,458,GA
2018-08-13,070,GA
2018-08-14,329,GA
2018-08-14,419,GA
2018-08-14,955,GA
2018-08-15,856,GA
2018-08-15,673,GA
2018-08-15,647,GA
2018-08-16,905,GA
2018-08-16,151,GA
2018-08-16,272,GA
2018-08-17,170,GA
2018-08-17,004,GA
2018-08-17,603,GA
2018-08-18,676,GA
2018-08-18,699,GA
2018-08-18,247,GA
2018-08-19,576,GA
2018-08-19,715,GA
2018-08-19,535,GA
2018-08-20,423,GA
2018-08-20,627,GA
2018-08-20,056,GA
2018-08-21,432,GA
2018-08-21,796,GA
2018-08-21,971,GA
2018-08-22,867,GA
2018-08-22,903,GA
2018-08-22,244,GA
2018-08-23,206,GA
2018-08-23,505,GA
2018-08-23,655,GA
2018-08-24,807,GA
2018-08-24,417,GA
2018-08-24,356,GA
2018-08-25,605,GA
2018-08-25,981,GA
2018-08-25,662,GA
2018-08-26,673,GA
2018-08-26,229,GA
2018-08-26,290,GA
2018-08-27,671,GA
2018-08-27,395,GA
2018-08-27,941,GA
2018-08-28,353,GA
2018-08-28,123,GA
2018-08-28,559,GA
2018-08-29,521,GA
2018-08-29,339,GA
2018-08-29,535,GA
2018-08-30,115,GA
2018-08-30,901,GA
2018-08-30,252,GA
2018-08-31,153,GA
2018-08-31,442,GA
2018-08-31,275,GA
2018-09-01,535,GA
2018-09-01,545,GA
2018-09-01,672,GA
2018-09-02,664,GA
2018-09-02,813,GA
2018-09-02,344,GA
2018-09-03,980,GA
2018-09-03,317,GA
2018-09-03,724,GA
2018-09-04,879,GA
2018-09-04,359,GA
2018-09-04,966,GA
2018-09-05,763,GA
2018-09-05,001,GA
2018-09-05,049,GA
2018-09-06,187,GA
2018-09-06,924,GA
2018-09-06,717,GA
2018-09-07,430,GA
2018-09-07,037,GA
2018-09-07,137,GA
2018-09-08,007,GA
2018-09-08,096,GA
2018-09-08,260,GA
2018-09-09,533,GA
2018-09-09,431,GA
2018-09-09,876,GA
2018-09-10,727,GA
2018-09-10,909,GA
2018-09-10,923,GA
2018-09-11,830,GA
2018-09-11,505,GA
2018-09-11,109,GA
2018-09-12,161,GA
2018-09-12,666,GA
2018-09-12,779,GA
2018-09-13,765,GA
2018-09-13,352,GA
2018-09-13,399,GA
2018-09-14,818,GA
2018-09-14,055,GA
2018-09-14,431,GA
2018-09-15,647,GA
2018-09-15,262,GA
2018-09-15,350,GA
2018-09-16,662,GA
2018-09-16,416,GA
2018-09-16,149,GA
2018-09-17,669,GA
2018-09-17,451,GA
2018-09-17,755,GA
2018-09-18,547,GA
2018-09-18,400,GA
2018-09-18,114,GA
2018-09-19,088,GA
2018-09-19,941,GA
2018-09-19,368,GA
2018-09-20,190,GA
2018-09-20,768,GA
2018-09-20,478,GA
2018-09-21,469,GA
2018-09-21,997,GA
2018-09-21,994,GA
2018-09-22,462,GA
2018-09-22,658,GA
2018-09-22,835,GA
2018-09-23,483,GA
2018-09-23,749,GA
2018-09-23,012,GA
2018-09-24,867,GA
2018-09-24,810,GA
2018-09-24,214,GA
2018-09-25,087,GA
2018-09-25,124,GA
2018-09-25,541,GA
2018-09-26,413,GA
2018-09-26,615,GA
2018-09-26,756,GA
2018-09-27,915,GA
2018-09-27,188,GA
2018-09-27,443,GA
2018-09-28,036,GA
2018-09-28,462,GA
2018-09-28,370,GA
2018-09-29,063,GA
2018-09-29,877,GA
2018-09-29,458,GA
2018-09-30,523,GA
2018-09-30,847,GA
2018-09-30,102,GA
2018-10-01,545,GA
2018-10-01,217,GA
2018-10-01,577,GA
2018-10-02,746,GA
2018-10-02,807,GA
2018-10-02,114,GA
2018-10-03,037,GA
2018-10-03,774,GA
2018-10-03,701,GA
2018-10-04,826,GA
2018-10-04,425,GA
2018-10-04,994,GA
2018-10-05,543,GA
2018-10-05,850,GA
2018-10-05,431,GA
2018-10-06,279,GA
2018-10-06,730,GA
2018-10-06,569,GA
2018-10-07,584,GA
2018-10-07,081,GA
2018-10-07,819,GA
2018-10-08,259,GA
2018-10-08,755,GA
2018-10-08,336,GA
2018-10-09,511,GA
2018-10-09,955,GA
2018-10-09,095,GA
2018-10-10,228,GA
2018-10-10,504,GA
2018-10-10,008,GA
2018-10-11,871,GA
2018-10-11,816,GA
2018-10-11,517,GA
2018-10-12,133,GA
2018-10-12,130,GA
2018-10-12,845,GA
2018-10-13,048,GA
2018-10-13,147,GA
2018-10-13,793,GA
2018-10-14,756,GA
2018-10-14,564,GA
2018-10-14,281,GA
2018-10-15,776,GA
2018-10-15,702,GA
2018-10-15,027,GA
2018-10-16,921,GA
2018-10-16,306,GA
2018-10-16,143,GA
2018-10-17,408,GA
2018-10-17,938,GA
2018-10-17,186,GA
2018-10-18,187,GA
2018-10-18,913,GA
2018-10-18,492,GA
2018-10-19,181,GA
2018-10-19,428,GA
2018-10-19,648,GA
2018-10-20,544,GA
2018-10-20,283,GA
2018-10-20,328,GA
2018-10-21,292,GA
2018-10-21,421,GA
2018-10-21,944,GA
2018-10-22,911,GA
2018-10-22,089,GA
2018-10-22,337,GA
2018-10-23,381,GA
2018-10-23,321,GA
2018-10-23,772,GA
2018-10-24,495,GA
2018-10-24,392,GA
2018-10-24,384,GA
2018-10-25,474,GA
2018-10-25,596,GA
2018-10-25,938,GA
2018-10-26,377,GA
2018-10-26,356,GA
2018-10-26,435,GA
2018-10-27,503,GA
2018-10-27,572,GA
2018-10-27,597,GA
2018-10-28,942,GA
2018-10-28,622,GA
2018-10-28,233,GA
2018-10-29,710,GA
2018-10-29,615,GA
2018-10-29,246,GA
2018-10-30,894,GA
2018-10-30,990,GA
2018-10-30,357,GA
2018-10-31,309,GA
2018-10-31,575,GA
2018-10-31,679,GA
2018-11-01,019,GA
2018-11-01,681,GA
2018-11-01,890,GA
2018-11-02,135,GA
2018-11-02,653,GA
2018-11-02,832,GA
2018-11-03,226,GA
2018-11-03,334,GA
2018-11-03,968,GA
2018-11-04,179,GA
2018-11-04,997,GA
2018-11-04,829,GA
2018-11-05,634,GA
2018-11-05,994,GA
2018-11-05,093,GA
2018-11-06,258,GA
2018-11-06,701,GA
2018-11-06,902,GA
2018-11-07,559,GA
2018-11-07,189,GA
2018-11-07,898,GA
2018-11-08,989,GA
2018-11-08,493,GA
2018-11-08,836,GA
2018-11-09,447,GA
2018-11-09,692,GA
2018-11-09,184,GA
2018-11-10,090,GA
2018-11-10,118,GA
2018-11-10,481,GA
2018-11-11,790,GA
2018-11-11,615,GA
2018-11-11,639,GA
2018-11-12,188,GA
2018-11-12,464,GA
2018-11-12,991,GA
2018-11-13,531,GA
2018-11-13,260,GA
2018-11-13,031,GA
2018-11-14,648,GA
2018-11-14,299,GA
2018-11-14,579,GA
2018-11-15,531,GA
2018-11-15,663,GA
2018-11-15,383,GA
2018-11-16,959,GA
2018-11-16,252,GA
2018-11-16,255,GA
2018-11-17,137,GA
2018-11-17,757,GA
2018-11-17,229,GA
2018-11-18,504,GA
2018-11-18,917,GA
2018-11-18,748,GA
2018-11-19,765,GA
2018-11-19,591,GA
2018-11-19,905,GA
2018-11-20,024,GA
2018-11-20,936,GA
2018-11-20,018,GA
2018-11-21,754,GA
2018-11-21,093,GA
2018-11-21,224,GA
2018-11-22,122,GA
2018-11-22,263,GA
2018-11-22,185,GA
2018-11-23,698,GA
2018-11-23,897,GA
2018-11-23,242,GA
2018-11-24,979,GA
2018-11-24,887,GA
2018-11-24,591,GA
2018-11-25,063,GA
2018-11-25,463,GA
2018-11-25,886,GA
2018-11-26,272,GA
2018-11-26,392,GA
2018-11-26,095,GA
2018-11-27,787,GA
2018-11-27,909,GA
2018-11-27,432,GA
2018-11-28,225,GA
2018-11-28,364,GA
2018-11-28,564,GA
2018-11-29,200,GA
2018-11-29,097,GA
2018-11-29,769,GA
2018-11-30,797,GA
2018-11-30,293,GA
2018-11-30,766,GA
2018-12-01,446,GA
2018-12-01,130,GA
2018-12-01,119,GA
2018-12-02,528,GA
2018-12-02,246,GA
2018-12-02,675,GA
2018-12-03,643,GA
2018-12-03,645,GA
2018-12-03,121,GA
2018-12-04,957,GA
2018-12-04,593,GA
2018-12-04,339,GA
2018-12-05,120,GA
2018-12-05,794,GA
2018-12-05,885,GA
2018-12-06,973,GA
2018-12-06,290,GA
2018-12-06,235,GA
2018-12-07,558,GA
2018-12-07,646,GA
2018-12-07,932,GA
2018-12-08,299,GA
2018-12-08,478,GA
2018-12-08,030,GA
2018-12-09,774,GA
2018-12-09,628,GA
2018-12-09,500,GA
2018-12-10,644,GA
2018-12-10,812,GA
2018-12-10,503,GA
2018-12-11,941,GA
2018-12-11,249,GA
2018-12-11,703,GA
2018-12-12,810,GA
2018-12-12,130,GA
2018-12-12,280,GA
2018-12-13,116,GA
2018-12-13,888,GA
2018-12-13,472,GA
2018-12-14,541,GA
2018-12-14,307,GA
2018-12-14,995,GA
2018-12-15,765,GA
2018-12-15,429,GA
2018-12-15,779,GA
2018-12-16,748,GA
2018-12-16,049,GA
2018-12-16,839,GA
2018-12-17,249,GA
2018-12-17,951,GA
2018-12-17,455,GA
2018-12-18,213,GA
2018-12-18,637,GA
2018-12-18,376,GA
2018-12-19,491,GA
2018-12-19,915,GA
2018-12-19,802,GA
2018-12-20,851,GA
2018-12-20,972,GA
2018-12-20,047,GA
2018-12-21,732,GA
2018-12-21,917,GA
2018-12-21,041,GA
2018-12-22,221,GA
2018-12-22,535,GA
2018-12-22,119,GA
2018-12-23,041,GA
2018-12-23,387,GA
2018-12-23,191,GA
2018-12-24,183,GA
2018-12-24,375,GA
2018-12-24,975,GA
2018-12-25,538,GA
2018-12-25,869,GA
2018-12-25,464,GA
2018-12-26,802,GA
2018-12-26,634,GA
2018-12-26,274,GA
2018-12-27,430,GA
2018-12-27,833,GA
2018-12-27,839,GA
2018-12-28,321,GA
2018-12-28,307,GA
2018-12-28,732,GA
2018-12-29,051,GA
2018-12-29,713,GA
2018-12-29,533,GA
2018-12-30,798,GA
2018-12-30,191,GA
2018-12-30,549,GA
2018-12-31,733,GA
2018-12-31,776,GA
2018-12-31,079,GA
2019-01-01,385,GA
2019-01-01,179,GA
2019-01-01,877,GA
2019-01-02,398,GA
2019-01-02,973,GA
2019-01-02,873,GA
2019-01-03,454,GA
2019-01-03,489,GA
2019-01-03,211,GA
2019-01-04,322,GA
2019-01-04,186,GA
2019-01-04,442,GA
2019-01-05,608,GA
2019-01-05,862,GA
2019-01-05,307,GA
2019-01-06,990,GA
2019-01-06,817,GA
2019-01-06,200,GA
2019-01-07,821,GA
2019-01-07,080,GA
2019-01-07,067,GA
2019-01-08,444,GA
2019-01-08,717,GA
2019-01-08,188,GA
2019-01-09,747,GA
2019-01-09,700,GA
2019-01-09,868,GA
2019-01-10,457,GA
2019-01-10,217,GA
2019-01-10,436,GA
2019-01-11,373,GA
2019-01-11,127,GA
2019-01-11,554,GA
2019-01-12,279,GA
2019-01-12,748,GA
2019-01-12,027,GA
2019-01-13,409,GA
2019-01-13,713,GA
2019-01-13,646,GA
2019-01-14,571,GA
2019-01-14,399,GA
2019-01-14,926,GA
2019-01-15,362,GA
2019-01-15,195,GA
2019-01-15,125,GA
2019-01-16,594,GA
2019-01-16,118,GA
2019-01-16,968,GA
2019-01-17,707,GA
2019-01-17,739,GA
2019-01-17,281,GA
2019-01-18,517,GA
2019-01-18,817,GA
2019-01-18,749,GA
2019-01-19,586,GA
2019-01-19,472,GA
2019-01-19,954,GA
2019-01-20,632,GA
2019-01-20,398,GA
2019-01-20,524,GA
2019-01-21,145,GA
2019-01-21,864,GA
2019-01-21,550,GA
2019-01-22,842,GA
2019-01-22,043,GA
2019-01-22,252,GA
2019-01-23,182,GA
2019-01-23,943,GA
2019-01-23,658,GA
2019-01-24,869,GA
2019-01-24,833,GA
2019-01-24,782,GA
2019-01-25,356,GA
2019-01-25,599,GA
2019-01-25,481,GA
2019-01-26,355,GA
2019-01-26,703,GA
2019-01-26,609,GA
2019-01-27,296,GA
2019-01-27,339,GA
2019-01-27,534,GA
2019-01-28,775,GA
2019-01-28,529,GA
2019-01-28,651,GA
2019-01-29,125,GA
2019-01-29,899,GA
2019-01-29,867,GA
2019-01-30,542,GA
2019-01-30,326,GA
2019-01-30,382,GA
2019-01-31,190,GA
2019-01-31,819,GA
2019-01-31,103,GA
2019-02-01,676,GA
2019-02-01,499,GA
2019-02-01,615,GA
2019-02-02,088,GA
2019-02-02,427,GA
2019-02-02,869,GA
2019-02-03,156,GA
2019-02-03,803,GA
2019-02-03,209,GA
2019-02-04,217,GA
2019-02-04,592,GA
2019-02-04,953,GA
2019-02-05,794,GA
2019-02-05,952,GA
2019-02-05,187,GA
2019-02-06,177,GA
2019-02-06,855,GA
2019-02-06,964,GA
2019-02-07,628,GA
2019-02-07,425,GA
2019-02-07,024,GA
2019-02-08,951,GA
2019-02-08,838,GA
2019-02-08,975,GA
2019-02-09,937,GA
2019-02-09,818,GA
2019-02-09,187,GA
2019-02-10,047,GA
2019-02-10,040,GA
2019-02-10,929,GA
2019-02-11,272,GA
2019-02-11,601,GA
2019-02-11,341,GA
2019-02-12,059,GA
2019-02-12,615,GA
2019-02-12,164,GA
2019-02-13,678,GA
2019-02-13,644,GA
2019-02-13,490,GA
2019-02-14,601,GA
2019-02-14,185,GA
2019-02-14,645,GA
2019-02-15,633,GA
2019-02-15,080,GA
2019-02-15,484,GA
2019-02-16,390,GA
2019-02-16,834,GA
2019-02-16,261,GA
2019-02-17,655,GA
2019-02-17,600,GA
2019-02-17,224,GA
2019-02-18,269,GA
2019-02-18,247,GA
2019-02-18,335,GA
2019-02-19,581,GA
2019-02-19,506,GA
2019-02-19,965,GA
2019-02-20,017,GA
2019-02-20,005,GA
2019-02-20,707,GA
2019-02-21,978,GA
2019-02-21,568,GA
2019-02-21,850,GA
2019-02-22,889,GA
2019-02-22,657,GA
2019-02-22,656,GA
2019-02-23,732,GA
2019-02-23,631,GA
2019-02-23,051,GA
2019-02-24,654,GA
2019-02-24,229,GA
2019-02-24,515,GA
2019-02-25,795,GA
2019-02-25,712,GA
2019-02-25,606,GA
2019-02-26,789,GA
2019-02-26,755,GA
2019-02-26,866,GA
2019-02-27,530,GA
2019-02-27,867,GA
2019-02-27,894,GA
2019-02-28,245,GA
2019-02-28,496,GA
2019-02-28,508,GA
2019-03-01,694,GA
2019-03-01,060,GA
2019-03-01,135,GA
2019-03-02,978,GA
2019-03-02,795,GA
2019-03-02,218,GA
