id,draw_date,draw_time,numbers,sum_digits,root_sum,created_at
21539,2023-08-02,midday,476,17,8,2025-07-01 17:09:41
21540,2023-08-02,evening,386,17,8,2025-07-01 17:09:41
21537,2023-08-01,midday,454,13,4,2025-07-01 17:09:41
21538,2023-08-01,evening,541,10,1,2025-07-01 17:09:41
21536,2023-07-31,midday,059,14,5,2025-07-01 17:09:41
21535,2023-07-31,evening,844,16,7,2025-07-01 17:09:41
21533,2023-07-30,midday,478,19,1,2025-07-01 17:09:41
21534,2023-07-30,evening,352,10,1,2025-07-01 17:09:41
21531,2023-07-29,midday,626,14,5,2025-07-01 17:09:41
21532,2023-07-29,evening,895,22,4,2025-07-01 17:09:41
21529,2023-07-28,midday,667,19,1,2025-07-01 17:09:41
21530,2023-07-28,evening,788,23,5,2025-07-01 17:09:41
21527,2023-07-27,midday,501,6,6,2025-07-01 17:09:41
21528,2023-07-27,evening,068,14,5,2025-07-01 17:09:41
21525,2023-07-26,midday,598,22,4,2025-07-01 17:09:41
21526,2023-07-26,evening,529,16,7,2025-07-01 17:09:41
21523,2023-07-25,midday,599,23,5,2025-07-01 17:09:41
21524,2023-07-25,evening,976,22,4,2025-07-01 17:09:41
21522,2023-07-24,midday,005,5,5,2025-07-01 17:09:41
21521,2023-07-24,evening,644,14,5,2025-07-01 17:09:41
21519,2023-07-23,midday,057,12,3,2025-07-01 17:09:41
21520,2023-07-23,evening,496,19,1,2025-07-01 17:09:41
21517,2023-07-22,midday,090,9,9,2025-07-01 17:09:41
21518,2023-07-22,evening,786,21,3,2025-07-01 17:09:41
21515,2023-07-21,midday,161,8,8,2025-07-01 17:09:41
21516,2023-07-21,evening,868,22,4,2025-07-01 17:09:41
21513,2023-07-20,midday,788,23,5,2025-07-01 17:09:41
21514,2023-07-20,evening,314,8,8,2025-07-01 17:09:41
21511,2023-07-19,midday,205,7,7,2025-07-01 17:09:41
21512,2023-07-19,evening,059,14,5,2025-07-01 17:09:41
21509,2023-07-18,midday,295,16,7,2025-07-01 17:09:41
21510,2023-07-18,evening,303,6,6,2025-07-01 17:09:41
21508,2023-07-17,midday,732,12,3,2025-07-01 17:09:41
21507,2023-07-17,evening,961,16,7,2025-07-01 17:09:41
21505,2023-07-16,midday,009,9,9,2025-07-01 17:09:41
21506,2023-07-16,evening,200,2,2,2025-07-01 17:09:41
21503,2023-07-15,midday,061,7,7,2025-07-01 17:09:41
21504,2023-07-15,evening,473,14,5,2025-07-01 17:09:41
21501,2023-07-14,midday,327,12,3,2025-07-01 17:09:41
21502,2023-07-14,evening,159,15,6,2025-07-01 17:09:41
21499,2023-07-13,midday,951,15,6,2025-07-01 17:09:41
21500,2023-07-13,evening,715,13,4,2025-07-01 17:09:41
21497,2023-07-12,midday,343,10,1,2025-07-01 17:09:41
21498,2023-07-12,evening,845,17,8,2025-07-01 17:09:41
21495,2023-07-11,midday,410,5,5,2025-07-01 17:09:41
21496,2023-07-11,evening,158,14,5,2025-07-01 17:09:41
21493,2023-07-10,midday,983,20,2,2025-07-01 17:09:41
21494,2023-07-10,evening,403,7,7,2025-07-01 17:09:41
21492,2023-07-09,midday,395,17,8,2025-07-01 17:09:41
21491,2023-07-09,evening,241,7,7,2025-07-01 17:09:41
21489,2023-07-08,midday,565,16,7,2025-07-01 17:09:41
21490,2023-07-08,evening,244,10,1,2025-07-01 17:09:41
21487,2023-07-07,midday,031,4,4,2025-07-01 17:09:41
21488,2023-07-07,evening,195,15,6,2025-07-01 17:09:41
21485,2023-07-06,midday,496,19,1,2025-07-01 17:09:41
21486,2023-07-06,evening,228,12,3,2025-07-01 17:09:41
21483,2023-07-05,midday,720,9,9,2025-07-01 17:09:41
21484,2023-07-05,evening,318,12,3,2025-07-01 17:09:41
21481,2023-07-04,midday,611,8,8,2025-07-01 17:09:41
21482,2023-07-04,evening,054,9,9,2025-07-01 17:09:41
21479,2023-07-03,midday,849,21,3,2025-07-01 17:09:41
21480,2023-07-03,evening,719,17,8,2025-07-01 17:09:41
21478,2023-07-02,midday,545,14,5,2025-07-01 17:09:41
21477,2023-07-02,evening,015,6,6,2025-07-01 17:09:41
21475,2023-07-01,midday,793,19,1,2025-07-01 17:09:41
21476,2023-07-01,evening,526,13,4,2025-07-01 17:09:41
21473,2023-06-30,midday,976,22,4,2025-07-01 17:09:41
21474,2023-06-30,evening,487,19,1,2025-07-01 17:09:41
21471,2023-06-29,midday,974,20,2,2025-07-01 17:09:41
21472,2023-06-29,evening,582,15,6,2025-07-01 17:09:41
21469,2023-06-28,midday,930,12,3,2025-07-01 17:09:41
21470,2023-06-28,evening,893,20,2,2025-07-01 17:09:41
21467,2023-06-27,midday,616,13,4,2025-07-01 17:09:41
21468,2023-06-27,evening,594,18,9,2025-07-01 17:09:41
21465,2023-06-26,midday,387,18,9,2025-07-01 17:09:41
21466,2023-06-26,evening,603,9,9,2025-07-01 17:09:41
21463,2023-06-25,midday,813,12,3,2025-07-01 17:09:41
21464,2023-06-25,evening,323,8,8,2025-07-01 17:09:41
21462,2023-06-24,midday,236,11,2,2025-07-01 17:09:41
21461,2023-06-24,evening,578,20,2,2025-07-01 17:09:41
21460,2023-06-23,midday,989,26,8,2025-07-01 17:09:41
21459,2023-06-23,evening,512,8,8,2025-07-01 17:09:41
21457,2023-06-22,midday,243,9,9,2025-07-01 17:09:41
21458,2023-06-22,evening,484,16,7,2025-07-01 17:09:41
21455,2023-06-21,midday,965,20,2,2025-07-01 17:09:41
21456,2023-06-21,evening,518,14,5,2025-07-01 17:09:41
21453,2023-06-20,midday,567,18,9,2025-07-01 17:09:41
21454,2023-06-20,evening,675,18,9,2025-07-01 17:09:41
21451,2023-06-19,midday,573,15,6,2025-07-01 17:09:41
21452,2023-06-19,evening,799,25,7,2025-07-01 17:09:41
21449,2023-06-18,midday,460,10,1,2025-07-01 17:09:41
21450,2023-06-18,evening,696,21,3,2025-07-01 17:09:41
21447,2023-06-17,midday,217,10,1,2025-07-01 17:09:41
21448,2023-06-17,evening,297,18,9,2025-07-01 17:09:41
21446,2023-06-16,midday,143,8,8,2025-07-01 17:09:41
21445,2023-06-16,evening,537,15,6,2025-07-01 17:09:41
21443,2023-06-15,midday,661,13,4,2025-07-01 17:09:41
21444,2023-06-15,evening,069,15,6,2025-07-01 17:09:41
21441,2023-06-14,midday,616,13,4,2025-07-01 17:09:41
21442,2023-06-14,evening,339,15,6,2025-07-01 17:09:41
21439,2023-06-13,midday,028,10,1,2025-07-01 17:09:41
21440,2023-06-13,evening,897,24,6,2025-07-01 17:09:41
21437,2023-06-12,midday,137,11,2,2025-07-01 17:09:41
21438,2023-06-12,evening,987,24,6,2025-07-01 17:09:41
21435,2023-06-11,midday,526,13,4,2025-07-01 17:09:41
21436,2023-06-11,evening,794,20,2,2025-07-01 17:09:41
21433,2023-06-10,midday,120,3,3,2025-07-01 17:09:41
21434,2023-06-10,evening,403,7,7,2025-07-01 17:09:41
21431,2023-06-09,midday,678,21,3,2025-07-01 17:09:41
21432,2023-06-09,evening,457,16,7,2025-07-01 17:09:41
21429,2023-06-08,midday,290,11,2,2025-07-01 17:09:41
21430,2023-06-08,evening,205,7,7,2025-07-01 17:09:41
21427,2023-06-07,midday,598,22,4,2025-07-01 17:09:41
21428,2023-06-07,evening,996,24,6,2025-07-01 17:09:41
21425,2023-06-06,midday,961,16,7,2025-07-01 17:09:41
21426,2023-06-06,evening,418,13,4,2025-07-01 17:09:41
21423,2023-06-05,midday,297,18,9,2025-07-01 17:09:41
21424,2023-06-05,evening,309,12,3,2025-07-01 17:09:41
21422,2023-06-04,midday,439,16,7,2025-07-01 17:09:41
21421,2023-06-04,evening,438,15,6,2025-07-01 17:09:41
21419,2023-06-03,midday,763,16,7,2025-07-01 17:09:41
21420,2023-06-03,evening,008,8,8,2025-07-01 17:09:41
21417,2023-06-02,midday,800,8,8,2025-07-01 17:09:41
21418,2023-06-02,evening,198,18,9,2025-07-01 17:09:41
21415,2023-06-01,midday,792,18,9,2025-07-01 17:09:41
21416,2023-06-01,evening,251,8,8,2025-07-01 17:09:41
21413,2023-05-31,midday,416,11,2,2025-07-01 17:09:41
21414,2023-05-31,evening,949,22,4,2025-07-01 17:09:41
21411,2023-05-30,midday,647,17,8,2025-07-01 17:09:41
21412,2023-05-30,evening,191,11,2,2025-07-01 17:09:41
21409,2023-05-29,midday,890,17,8,2025-07-01 17:09:41
21410,2023-05-29,evening,825,15,6,2025-07-01 17:09:41
21407,2023-05-28,midday,824,14,5,2025-07-01 17:09:41
21408,2023-05-28,evening,210,3,3,2025-07-01 17:09:41
21405,2023-05-27,midday,906,15,6,2025-07-01 17:09:41
21406,2023-05-27,evening,301,4,4,2025-07-01 17:09:41
21403,2023-05-26,midday,464,14,5,2025-07-01 17:09:41
21404,2023-05-26,evening,542,11,2,2025-07-01 17:09:41
21402,2023-05-25,midday,410,5,5,2025-07-01 17:09:41
21401,2023-05-25,evening,922,13,4,2025-07-01 17:09:41
21399,2023-05-24,midday,196,16,7,2025-07-01 17:09:41
21400,2023-05-24,evening,052,7,7,2025-07-01 17:09:41
21397,2023-05-23,midday,604,10,1,2025-07-01 17:09:41
21398,2023-05-23,evening,667,19,1,2025-07-01 17:09:41
21395,2023-05-22,midday,255,12,3,2025-07-01 17:09:41
21396,2023-05-22,evening,035,8,8,2025-07-01 17:09:41
21393,2023-05-21,midday,614,11,2,2025-07-01 17:09:41
21394,2023-05-21,evening,543,12,3,2025-07-01 17:09:41
21391,2023-05-20,midday,221,5,5,2025-07-01 17:09:41
21392,2023-05-20,evening,053,8,8,2025-07-01 17:09:41
21390,2023-05-19,midday,075,12,3,2025-07-01 17:09:41
21389,2023-05-19,evening,803,11,2,2025-07-01 17:09:41
21387,2023-05-18,midday,840,12,3,2025-07-01 17:09:41
21388,2023-05-18,evening,205,7,7,2025-07-01 17:09:41
21385,2023-05-17,midday,083,11,2,2025-07-01 17:09:41
21386,2023-05-17,evening,464,14,5,2025-07-01 17:09:41
21383,2023-05-16,midday,077,14,5,2025-07-01 17:09:41
21384,2023-05-16,evening,975,21,3,2025-07-01 17:09:41
21382,2023-05-15,midday,467,17,8,2025-07-01 17:09:41
21381,2023-05-15,evening,154,10,1,2025-07-01 17:09:41
21380,2023-05-14,midday,999,27,9,2025-07-01 17:09:41
21379,2023-05-14,evening,396,18,9,2025-07-01 17:09:41
21377,2023-05-13,midday,131,5,5,2025-07-01 17:09:41
21378,2023-05-13,evening,705,12,3,2025-07-01 17:09:41
21375,2023-05-12,midday,502,7,7,2025-07-01 17:09:41
21376,2023-05-12,evening,142,7,7,2025-07-01 17:09:41
21373,2023-05-11,midday,716,14,5,2025-07-01 17:09:41
21374,2023-05-11,evening,192,12,3,2025-07-01 17:09:41
21371,2023-05-10,midday,558,18,9,2025-07-01 17:09:41
21372,2023-05-10,evening,099,18,9,2025-07-01 17:09:41
21370,2023-05-09,midday,461,11,2,2025-07-01 17:09:41
21369,2023-05-09,evening,229,13,4,2025-07-01 17:09:41
21367,2023-05-08,midday,210,3,3,2025-07-01 17:09:41
21368,2023-05-08,evening,604,10,1,2025-07-01 17:09:41
21365,2023-05-07,midday,440,8,8,2025-07-01 17:09:41
21366,2023-05-07,evening,814,13,4,2025-07-01 17:09:41
21363,2023-05-06,midday,309,12,3,2025-07-01 17:09:41
21364,2023-05-06,evening,933,15,6,2025-07-01 17:09:41
21362,2023-05-05,midday,050,5,5,2025-07-01 17:09:41
21361,2023-05-05,evening,481,13,4,2025-07-01 17:09:41
21360,2023-05-04,midday,835,16,7,2025-07-01 17:09:41
21359,2023-05-04,evening,137,11,2,2025-07-01 17:09:41
21357,2023-05-03,midday,877,22,4,2025-07-01 17:09:41
21358,2023-05-03,evening,224,8,8,2025-07-01 17:09:41
21355,2023-05-02,midday,475,16,7,2025-07-01 17:09:41
21356,2023-05-02,evening,524,11,2,2025-07-01 17:09:41
21353,2023-05-01,midday,243,9,9,2025-07-01 17:09:41
21354,2023-05-01,evening,805,13,4,2025-07-01 17:09:41
21351,2023-04-30,midday,856,19,1,2025-07-01 17:09:41
21352,2023-04-30,evening,540,9,9,2025-07-01 17:09:41
21349,2023-04-29,midday,668,20,2,2025-07-01 17:09:41
21350,2023-04-29,evening,868,22,4,2025-07-01 17:09:41
21348,2023-04-28,midday,005,5,5,2025-07-01 17:09:41
21347,2023-04-28,evening,209,11,2,2025-07-01 17:09:41
21345,2023-04-27,midday,042,6,6,2025-07-01 17:09:41
21346,2023-04-27,evening,135,9,9,2025-07-01 17:09:41
21343,2023-04-26,midday,592,16,7,2025-07-01 17:09:41
21344,2023-04-26,evening,973,19,1,2025-07-01 17:09:41
21341,2023-04-25,midday,203,5,5,2025-07-01 17:09:41
21342,2023-04-25,evening,837,18,9,2025-07-01 17:09:41
21340,2023-04-24,midday,770,14,5,2025-07-01 17:09:41
21339,2023-04-24,evening,320,5,5,2025-07-01 17:09:41
21338,2023-04-23,midday,150,6,6,2025-07-01 17:09:41
21337,2023-04-23,evening,381,12,3,2025-07-01 17:09:41
21335,2023-04-22,midday,350,8,8,2025-07-01 17:09:41
21336,2023-04-22,evening,209,11,2,2025-07-01 17:09:41
21333,2023-04-21,midday,501,6,6,2025-07-01 17:09:41
21334,2023-04-21,evening,986,23,5,2025-07-01 17:09:41
21331,2023-04-20,midday,817,16,7,2025-07-01 17:09:41
21332,2023-04-20,evening,512,8,8,2025-07-01 17:09:41
21329,2023-04-19,midday,953,17,8,2025-07-01 17:09:41
21330,2023-04-19,evening,028,10,1,2025-07-01 17:09:41
21328,2023-04-18,midday,294,15,6,2025-07-01 17:09:41
21327,2023-04-18,evening,896,23,5,2025-07-01 17:09:41
21325,2023-04-17,midday,278,17,8,2025-07-01 17:09:41
21326,2023-04-17,evening,794,20,2,2025-07-01 17:09:41
21323,2023-04-16,midday,435,12,3,2025-07-01 17:09:41
21324,2023-04-16,evening,416,11,2,2025-07-01 17:09:41
21321,2023-04-15,midday,294,15,6,2025-07-01 17:09:41
21322,2023-04-15,evening,728,17,8,2025-07-01 17:09:41
21320,2023-04-14,midday,205,7,7,2025-07-01 17:09:41
21319,2023-04-14,evening,341,8,8,2025-07-01 17:09:41
21318,2023-04-13,midday,186,15,6,2025-07-01 17:09:41
21317,2023-04-13,evening,265,13,4,2025-07-01 17:09:41
21315,2023-04-12,midday,447,15,6,2025-07-01 17:09:41
21316,2023-04-12,evening,797,23,5,2025-07-01 17:09:41
21313,2023-04-11,midday,504,9,9,2025-07-01 17:09:41
21314,2023-04-11,evening,907,16,7,2025-07-01 17:09:41
21311,2023-04-10,midday,050,5,5,2025-07-01 17:09:41
21312,2023-04-10,evening,099,18,9,2025-07-01 17:09:41
21309,2023-04-09,midday,015,6,6,2025-07-01 17:09:41
21310,2023-04-09,evening,326,11,2,2025-07-01 17:09:41
21307,2023-04-08,midday,779,23,5,2025-07-01 17:09:41
21308,2023-04-08,evening,051,6,6,2025-07-01 17:09:41
21306,2023-04-07,midday,713,11,2,2025-07-01 17:09:41
21305,2023-04-07,evening,792,18,9,2025-07-01 17:09:41
21303,2023-04-06,midday,463,13,4,2025-07-01 17:09:41
21304,2023-04-06,evening,709,16,7,2025-07-01 17:09:41
21301,2023-04-05,midday,281,11,2,2025-07-01 17:09:41
21302,2023-04-05,evening,256,13,4,2025-07-01 17:09:41
21299,2023-04-04,midday,899,26,8,2025-07-01 17:09:41
21300,2023-04-04,evening,907,16,7,2025-07-01 17:09:41
21298,2023-04-03,midday,356,14,5,2025-07-01 17:09:41
21297,2023-04-03,evening,492,15,6,2025-07-01 17:09:41
21296,2023-04-02,midday,726,15,6,2025-07-01 17:09:41
21295,2023-04-02,evening,137,11,2,2025-07-01 17:09:41
21293,2023-04-01,midday,511,7,7,2025-07-01 17:09:41
21294,2023-04-01,evening,944,17,8,2025-07-01 17:09:41
21291,2023-03-31,midday,080,8,8,2025-07-01 17:09:41
21292,2023-03-31,evening,914,14,5,2025-07-01 17:09:41
21289,2023-03-30,midday,931,13,4,2025-07-01 17:09:41
21290,2023-03-30,evening,726,15,6,2025-07-01 17:09:41
21287,2023-03-29,midday,063,9,9,2025-07-01 17:09:41
21288,2023-03-29,evening,533,11,2,2025-07-01 17:09:41
21286,2023-03-28,midday,556,16,7,2025-07-01 17:09:41
21285,2023-03-28,evening,067,13,4,2025-07-01 17:09:41
21284,2023-03-27,midday,567,18,9,2025-07-01 17:09:41
21283,2023-03-27,evening,629,17,8,2025-07-01 17:09:41
21281,2023-03-26,midday,829,19,1,2025-07-01 17:09:41
21282,2023-03-26,evening,745,16,7,2025-07-01 17:09:41
21279,2023-03-25,midday,331,7,7,2025-07-01 17:09:41
21280,2023-03-25,evening,408,12,3,2025-07-01 17:09:41
21278,2023-03-24,midday,652,13,4,2025-07-01 17:09:41
21277,2023-03-24,evening,680,14,5,2025-07-01 17:09:41
21275,2023-03-23,midday,729,18,9,2025-07-01 17:09:41
21276,2023-03-23,evening,406,10,1,2025-07-01 17:09:41
21273,2023-03-22,midday,979,25,7,2025-07-01 17:09:41
21274,2023-03-22,evening,476,17,8,2025-07-01 17:09:41
21271,2023-03-21,midday,432,9,9,2025-07-01 17:09:41
21272,2023-03-21,evening,373,13,4,2025-07-01 17:09:41
21269,2023-03-20,midday,709,16,7,2025-07-01 17:09:41
21270,2023-03-20,evening,825,15,6,2025-07-01 17:09:41
21267,2023-03-19,midday,585,18,9,2025-07-01 17:09:41
21268,2023-03-19,evening,938,20,2,2025-07-01 17:09:41
21265,2023-03-18,midday,848,20,2,2025-07-01 17:09:41
21266,2023-03-18,evening,336,12,3,2025-07-01 17:09:41
21263,2023-03-17,midday,065,11,2,2025-07-01 17:09:41
21264,2023-03-17,evening,857,20,2,2025-07-01 17:09:41
21261,2023-03-16,midday,365,14,5,2025-07-01 17:09:41
21262,2023-03-16,evening,860,14,5,2025-07-01 17:09:41
21259,2023-03-15,midday,644,14,5,2025-07-01 17:09:41
21260,2023-03-15,evening,932,14,5,2025-07-01 17:09:41
21257,2023-03-14,midday,975,21,3,2025-07-01 17:09:41
21258,2023-03-14,evening,904,13,4,2025-07-01 17:09:41
21256,2023-03-13,midday,210,3,3,2025-07-01 17:09:41
21255,2023-03-13,evening,277,16,7,2025-07-01 17:09:41
21254,2023-03-12,midday,176,14,5,2025-07-01 17:09:41
21253,2023-03-12,evening,647,17,8,2025-07-01 17:09:41
21251,2023-03-11,midday,760,13,4,2025-07-01 17:09:41
21252,2023-03-11,evening,424,10,1,2025-07-01 17:09:41
21249,2023-03-10,midday,789,24,6,2025-07-01 17:09:41
21250,2023-03-10,evening,704,11,2,2025-07-01 17:09:41
21247,2023-03-09,midday,379,19,1,2025-07-01 17:09:41
21248,2023-03-09,evening,262,10,1,2025-07-01 17:09:41
21245,2023-03-08,midday,292,13,4,2025-07-01 17:09:41
21246,2023-03-08,evening,237,12,3,2025-07-01 17:09:41
21244,2023-03-07,midday,814,13,4,2025-07-01 17:09:41
21243,2023-03-07,evening,332,8,8,2025-07-01 17:09:41
21241,2023-03-06,midday,472,13,4,2025-07-01 17:09:41
21242,2023-03-06,evening,689,23,5,2025-07-01 17:09:41
21239,2023-03-05,midday,167,14,5,2025-07-01 17:09:41
21240,2023-03-05,evening,699,24,6,2025-07-01 17:09:41
21237,2023-03-04,midday,175,13,4,2025-07-01 17:09:41
21238,2023-03-04,evening,271,10,1,2025-07-01 17:09:41
21236,2023-03-03,midday,960,15,6,2025-07-01 17:09:41
21235,2023-03-03,evening,271,10,1,2025-07-01 17:09:41
21234,2023-03-02,midday,531,9,9,2025-07-01 17:09:41
21233,2023-03-02,evening,379,19,1,2025-07-01 17:09:41
21231,2023-03-01,midday,128,11,2,2025-07-01 17:09:41
21232,2023-03-01,evening,908,17,8,2025-07-01 17:09:41
21229,2023-02-28,midday,560,11,2,2025-07-01 17:09:41
21230,2023-02-28,evening,442,10,1,2025-07-01 17:09:41
21227,2023-02-27,midday,875,20,2,2025-07-01 17:09:41
21228,2023-02-27,evening,752,14,5,2025-07-01 17:09:41
21225,2023-02-26,midday,426,12,3,2025-07-01 17:09:41
21226,2023-02-26,evening,241,7,7,2025-07-01 17:09:41
21223,2023-02-25,midday,764,17,8,2025-07-01 17:09:41
21224,2023-02-25,evening,603,9,9,2025-07-01 17:09:41
21222,2023-02-24,midday,360,9,9,2025-07-01 17:09:41
21221,2023-02-24,evening,160,7,7,2025-07-01 17:09:41
21219,2023-02-23,midday,294,15,6,2025-07-01 17:09:41
21220,2023-02-23,evening,903,12,3,2025-07-01 17:09:41
21217,2023-02-22,midday,226,10,1,2025-07-01 17:09:41
21218,2023-02-22,evening,387,18,9,2025-07-01 17:09:41
21215,2023-02-21,midday,132,6,6,2025-07-01 17:09:41
21216,2023-02-21,evening,983,20,2,2025-07-01 17:09:41
21214,2023-02-20,midday,197,17,8,2025-07-01 17:09:41
21213,2023-02-20,evening,202,4,4,2025-07-01 17:09:41
21212,2023-02-19,midday,447,15,6,2025-07-01 17:09:41
21211,2023-02-19,evening,253,10,1,2025-07-01 17:09:41
21209,2023-02-18,midday,752,14,5,2025-07-01 17:09:41
21210,2023-02-18,evening,559,19,1,2025-07-01 17:09:41
21207,2023-02-17,midday,295,16,7,2025-07-01 17:09:41
21208,2023-02-17,evening,772,16,7,2025-07-01 17:09:41
21205,2023-02-16,midday,378,18,9,2025-07-01 17:09:41
21206,2023-02-16,evening,563,14,5,2025-07-01 17:09:41
21203,2023-02-15,midday,805,13,4,2025-07-01 17:09:41
21204,2023-02-15,evening,090,9,9,2025-07-01 17:09:41
21202,2023-02-14,midday,183,12,3,2025-07-01 17:09:41
21201,2023-02-14,evening,129,12,3,2025-07-01 17:09:41
21200,2023-02-13,midday,661,13,4,2025-07-01 17:09:41
21199,2023-02-13,evening,028,10,1,2025-07-01 17:09:41
21197,2023-02-12,midday,577,19,1,2025-07-01 17:09:41
21198,2023-02-12,evening,545,14,5,2025-07-01 17:09:41
21195,2023-02-11,midday,133,7,7,2025-07-01 17:09:41
21196,2023-02-11,evening,206,8,8,2025-07-01 17:09:41
21194,2023-02-10,midday,714,12,3,2025-07-01 17:09:41
21193,2023-02-10,evening,905,14,5,2025-07-01 17:09:41
21191,2023-02-09,midday,499,22,4,2025-07-01 17:09:41
21192,2023-02-09,evening,920,11,2,2025-07-01 17:09:41
21189,2023-02-08,midday,760,13,4,2025-07-01 17:09:41
21190,2023-02-08,evening,151,7,7,2025-07-01 17:09:41
21187,2023-02-07,midday,051,6,6,2025-07-01 17:09:41
21188,2023-02-07,evening,783,18,9,2025-07-01 17:09:41
21185,2023-02-06,midday,045,9,9,2025-07-01 17:09:41
21186,2023-02-06,evening,080,8,8,2025-07-01 17:09:41
21183,2023-02-05,midday,688,22,4,2025-07-01 17:09:41
21184,2023-02-05,evening,004,4,4,2025-07-01 17:09:41
21181,2023-02-04,midday,363,12,3,2025-07-01 17:09:41
21182,2023-02-04,evening,806,14,5,2025-07-01 17:09:41
21180,2023-02-03,midday,678,21,3,2025-07-01 17:09:41
21179,2023-02-03,evening,269,17,8,2025-07-01 17:09:41
21177,2023-02-02,midday,025,7,7,2025-07-01 17:09:41
21178,2023-02-02,evening,917,17,8,2025-07-01 17:09:41
21175,2023-02-01,midday,609,15,6,2025-07-01 17:09:41
21176,2023-02-01,evening,407,11,2,2025-07-01 17:09:41
21173,2023-01-31,midday,573,15,6,2025-07-01 17:09:41
21174,2023-01-31,evening,232,7,7,2025-07-01 17:09:41
21172,2023-01-30,midday,319,13,4,2025-07-01 17:09:41
21171,2023-01-30,evening,282,12,3,2025-07-01 17:09:41
21170,2023-01-29,midday,204,6,6,2025-07-01 17:09:41
21169,2023-01-29,evening,277,16,7,2025-07-01 17:09:41
21167,2023-01-28,midday,729,18,9,2025-07-01 17:09:41
21168,2023-01-28,evening,534,12,3,2025-07-01 17:09:41
21165,2023-01-27,midday,715,13,4,2025-07-01 17:09:41
21166,2023-01-27,evening,735,15,6,2025-07-01 17:09:41
21163,2023-01-26,midday,632,11,2,2025-07-01 17:09:41
21164,2023-01-26,evening,777,21,3,2025-07-01 17:09:41
21161,2023-01-25,midday,571,13,4,2025-07-01 17:09:41
21162,2023-01-25,evening,266,14,5,2025-07-01 17:09:41
21160,2023-01-24,midday,678,21,3,2025-07-01 17:09:41
21159,2023-01-24,evening,713,11,2,2025-07-01 17:09:41
21157,2023-01-23,midday,837,18,9,2025-07-01 17:09:41
21158,2023-01-23,evening,013,4,4,2025-07-01 17:09:41
21155,2023-01-22,midday,160,7,7,2025-07-01 17:09:41
21156,2023-01-22,evening,012,3,3,2025-07-01 17:09:41
21153,2023-01-21,midday,314,8,8,2025-07-01 17:09:41
21154,2023-01-21,evening,441,9,9,2025-07-01 17:09:41
21152,2023-01-20,midday,246,12,3,2025-07-01 17:09:41
21151,2023-01-20,evening,672,15,6,2025-07-01 17:09:41
21150,2023-01-19,midday,852,15,6,2025-07-01 17:09:41
21149,2023-01-19,evening,785,20,2,2025-07-01 17:09:41
21147,2023-01-18,midday,337,13,4,2025-07-01 17:09:41
21148,2023-01-18,evening,702,9,9,2025-07-01 17:09:41
21145,2023-01-17,midday,767,20,2,2025-07-01 17:09:41
21146,2023-01-17,evening,462,12,3,2025-07-01 17:09:41
21143,2023-01-16,midday,630,9,9,2025-07-01 17:09:41
21144,2023-01-16,evening,690,15,6,2025-07-01 17:09:41
21141,2023-01-15,midday,972,18,9,2025-07-01 17:09:41
21142,2023-01-15,evening,361,10,1,2025-07-01 17:09:41
21139,2023-01-14,midday,083,11,2,2025-07-01 17:09:41
21140,2023-01-14,evening,494,17,8,2025-07-01 17:09:41
21138,2023-01-13,midday,854,17,8,2025-07-01 17:09:41
21137,2023-01-13,evening,995,23,5,2025-07-01 17:09:41
21135,2023-01-12,midday,662,14,5,2025-07-01 17:09:41
21136,2023-01-12,evening,219,12,3,2025-07-01 17:09:41
21133,2023-01-11,midday,416,11,2,2025-07-01 17:09:41
21134,2023-01-11,evening,473,14,5,2025-07-01 17:09:41
21131,2023-01-10,midday,825,15,6,2025-07-01 17:09:41
21132,2023-01-10,evening,008,8,8,2025-07-01 17:09:41
21130,2023-01-09,midday,659,20,2,2025-07-01 17:09:41
21129,2023-01-09,evening,976,22,4,2025-07-01 17:09:41
21128,2023-01-08,midday,266,14,5,2025-07-01 17:09:41
21127,2023-01-08,evening,167,14,5,2025-07-01 17:09:41
21125,2023-01-07,midday,631,10,1,2025-07-01 17:09:41
21126,2023-01-07,evening,187,16,7,2025-07-01 17:09:41
21123,2023-01-06,midday,682,16,7,2025-07-01 17:09:41
21124,2023-01-06,evening,204,6,6,2025-07-01 17:09:41
21121,2023-01-05,midday,646,16,7,2025-07-01 17:09:41
21122,2023-01-05,evening,714,12,3,2025-07-01 17:09:41
21119,2023-01-04,midday,398,20,2,2025-07-01 17:09:41
21120,2023-01-04,evening,584,17,8,2025-07-01 17:09:41
21118,2023-01-03,midday,547,16,7,2025-07-01 17:09:41
21117,2023-01-03,evening,180,9,9,2025-07-01 17:09:41
21116,2023-01-02,midday,069,15,6,2025-07-01 17:09:41
21115,2023-01-02,evening,628,16,7,2025-07-01 17:09:41
21113,2023-01-01,midday,024,6,6,2025-07-01 17:09:41
21114,2023-01-01,evening,990,18,9,2025-07-01 17:09:41
21111,2022-12-31,midday,365,14,5,2025-07-01 17:09:41
21112,2022-12-31,evening,213,6,6,2025-07-01 17:09:41
21110,2022-12-30,midday,296,17,8,2025-07-01 17:09:41
21109,2022-12-30,evening,336,12,3,2025-07-01 17:09:41
21107,2022-12-29,midday,106,7,7,2025-07-01 17:09:41
21108,2022-12-29,evening,963,18,9,2025-07-01 17:09:41
21105,2022-12-28,midday,307,10,1,2025-07-01 17:09:41
21106,2022-12-28,evening,697,22,4,2025-07-01 17:09:41
